GEO,TIME,INTRT,Value,Flag and Footnotes
Slovakia,1999M09,EMU convergence criterion bond yields, ,
Slovakia,1999M10,EMU convergence criterion bond yields, ,
Slovakia,1999M11,EMU convergence criterion bond yields, ,
Slovakia,1999M12,EMU convergence criterion bond yields, ,
Slovakia,2000M01,EMU convergence criterion bond yields, ,
Slovakia,2000M02,EMU convergence criterion bond yields, ,
Slovakia,2000M03,EMU convergence criterion bond yields, ,
Slovakia,2000M04,EMU convergence criterion bond yields, ,
Slovakia,2000M05,EMU convergence criterion bond yields, ,
Slovakia,2000M06,EMU convergence criterion bond yields, ,
Slovakia,2000M07,EMU convergence criterion bond yields, ,
Slovakia,2000M08,EMU convergence criterion bond yields, ,
Slovakia,2000M09,EMU convergence criterion bond yields, ,
Slovakia,2000M10,EMU convergence criterion bond yields, ,
Slovakia,2000M11,EMU convergence criterion bond yields, ,
Slovakia,2000M12,EMU convergence criterion bond yields, ,
Slovakia,2001M01,EMU convergence criterion bond yields,8.25,
Slovakia,2001M02,EMU convergence criterion bond yields,8.17,
Slovakia,2001M03,EMU convergence criterion bond yields,8.09,
Slovakia,2001M04,EMU convergence criterion bond yields,8,
Slovakia,2001M05,EMU convergence criterion bond yields,8.02,
Slovakia,2001M06,EMU convergence criterion bond yields,8.05,
Slovakia,2001M07,EMU convergence criterion bond yields,8.04,
Slovakia,2001M08,EMU convergence criterion bond yields,7.99,
Slovakia,2001M09,EMU convergence criterion bond yields,8.1,
Slovakia,2001M10,EMU convergence criterion bond yields,8.08,
Slovakia,2001M11,EMU convergence criterion bond yields,7.97,
Slovakia,2001M12,EMU convergence criterion bond yields,7.75,
Slovakia,2002M01,EMU convergence criterion bond yields,7.41,
Slovakia,2002M02,EMU convergence criterion bond yields,7.32,
Slovakia,2002M03,EMU convergence criterion bond yields,7.37,
Slovakia,2002M04,EMU convergence criterion bond yields,7.47,
Slovakia,2002M05,EMU convergence criterion bond yields,7.68,
Slovakia,2002M06,EMU convergence criterion bond yields,7.83,
Slovakia,2002M07,EMU convergence criterion bond yields,7.64,
Slovakia,2002M08,EMU convergence criterion bond yields,7.24,
Slovakia,2002M09,EMU convergence criterion bond yields,6.6,
Slovakia,2002M10,EMU convergence criterion bond yields,6.11,
Slovakia,2002M11,EMU convergence criterion bond yields,5.43,
Slovakia,2002M12,EMU convergence criterion bond yields,5.12,
Slovakia,2003M01,EMU convergence criterion bond yields,4.98,
Slovakia,2003M02,EMU convergence criterion bond yields,4.92,
Slovakia,2003M03,EMU convergence criterion bond yields,5.01,
Slovakia,2003M04,EMU convergence criterion bond yields,4.9,
Slovakia,2003M05,EMU convergence criterion bond yields,4.72,
Slovakia,2003M06,EMU convergence criterion bond yields,4.7,
Slovakia,2003M07,EMU convergence criterion bond yields,4.8,
Slovakia,2003M08,EMU convergence criterion bond yields,4.92,
Slovakia,2003M09,EMU convergence criterion bond yields,5.02,
Slovakia,2003M10,EMU convergence criterion bond yields,5.08,
Slovakia,2003M11,EMU convergence criterion bond yields,5.36,
Slovakia,2003M12,EMU convergence criterion bond yields,5.42,
Slovakia,2004M01,EMU convergence criterion bond yields,5.16,
Slovakia,2004M02,EMU convergence criterion bond yields,5.11,
Slovakia,2004M03,EMU convergence criterion bond yields,5.09,
Slovakia,2004M04,EMU convergence criterion bond yields,5.06,
Slovakia,2004M05,EMU convergence criterion bond yields,5.13,
Slovakia,2004M06,EMU convergence criterion bond yields,5.09,
Slovakia,2004M07,EMU convergence criterion bond yields,5.03,
Slovakia,2004M08,EMU convergence criterion bond yields,5.02,
Slovakia,2004M09,EMU convergence criterion bond yields,5.04,
Slovakia,2004M10,EMU convergence criterion bond yields,5.08,
Slovakia,2004M11,EMU convergence criterion bond yields,4.92,
Slovakia,2004M12,EMU convergence criterion bond yields,4.58,
Slovakia,2005M01,EMU convergence criterion bond yields,4.04,
Slovakia,2005M02,EMU convergence criterion bond yields,3.8,
Slovakia,2005M03,EMU convergence criterion bond yields,3.6,
Slovakia,2005M04,EMU convergence criterion bond yields,3.76,
Slovakia,2005M05,EMU convergence criterion bond yields,3.54,
Slovakia,2005M06,EMU convergence criterion bond yields,3.36,
Slovakia,2005M07,EMU convergence criterion bond yields,3.22,
Slovakia,2005M08,EMU convergence criterion bond yields,3.24,
Slovakia,2005M09,EMU convergence criterion bond yields,3.13,
Slovakia,2005M10,EMU convergence criterion bond yields,3.25,
Slovakia,2005M11,EMU convergence criterion bond yields,3.7,
Slovakia,2005M12,EMU convergence criterion bond yields,3.62,
Slovakia,2006M01,EMU convergence criterion bond yields,3.59,
Slovakia,2006M02,EMU convergence criterion bond yields,3.75,
Slovakia,2006M03,EMU convergence criterion bond yields,4.01,
Slovakia,2006M04,EMU convergence criterion bond yields,4.27,
Slovakia,2006M05,EMU convergence criterion bond yields,4.5,
Slovakia,2006M06,EMU convergence criterion bond yields,4.66,
Slovakia,2006M07,EMU convergence criterion bond yields,5.42,
Slovakia,2006M08,EMU convergence criterion bond yields,5.13,
Slovakia,2006M09,EMU convergence criterion bond yields,4.79,
Slovakia,2006M10,EMU convergence criterion bond yields,4.42,
Slovakia,2006M11,EMU convergence criterion bond yields,4.25,
Slovakia,2006M12,EMU convergence criterion bond yields,4.15,
Slovakia,2007M01,EMU convergence criterion bond yields,4.25,
Slovakia,2007M02,EMU convergence criterion bond yields,4.28,
Slovakia,2007M03,EMU convergence criterion bond yields,4.24,
Slovakia,2007M04,EMU convergence criterion bond yields,4.26,
Slovakia,2007M05,EMU convergence criterion bond yields,4.4,
Slovakia,2007M06,EMU convergence criterion bond yields,4.66,
Slovakia,2007M07,EMU convergence criterion bond yields,4.7,
Slovakia,2007M08,EMU convergence criterion bond yields,4.65,
Slovakia,2007M09,EMU convergence criterion bond yields,4.61,
Slovakia,2007M10,EMU convergence criterion bond yields,4.64,
Slovakia,2007M11,EMU convergence criterion bond yields,4.59,
Slovakia,2007M12,EMU convergence criterion bond yields,4.61,
Slovakia,2008M01,EMU convergence criterion bond yields,4.48,
Slovakia,2008M02,EMU convergence criterion bond yields,4.36,
Slovakia,2008M03,EMU convergence criterion bond yields,4.34,
Slovakia,2008M04,EMU convergence criterion bond yields,4.46,
Slovakia,2008M05,EMU convergence criterion bond yields,4.52,
Slovakia,2008M06,EMU convergence criterion bond yields,4.94,
Slovakia,2008M07,EMU convergence criterion bond yields,5.06,
Slovakia,2008M08,EMU convergence criterion bond yields,4.95,
Slovakia,2008M09,EMU convergence criterion bond yields,4.98,
Slovakia,2008M10,EMU convergence criterion bond yields,4.95,
Slovakia,2008M11,EMU convergence criterion bond yields,4.92,
Slovakia,2008M12,EMU convergence criterion bond yields,4.72,
Slovakia,2009M01,EMU convergence criterion bond yields,4.69,
Slovakia,2009M02,EMU convergence criterion bond yields,4.76,
Slovakia,2009M03,EMU convergence criterion bond yields,4.71,
Slovakia,2009M04,EMU convergence criterion bond yields,4.93,
Slovakia,2009M05,EMU convergence criterion bond yields,5.03,
Slovakia,2009M06,EMU convergence criterion bond yields,5.08,
Slovakia,2009M07,EMU convergence criterion bond yields,5.04,
Slovakia,2009M08,EMU convergence criterion bond yields,4.9,
Slovakia,2009M09,EMU convergence criterion bond yields,4.65,
Slovakia,2009M10,EMU convergence criterion bond yields,4.33,
Slovakia,2009M11,EMU convergence criterion bond yields,4.23,
Slovakia,2009M12,EMU convergence criterion bond yields,4.12,
Slovakia,2010M01,EMU convergence criterion bond yields,4.11,
Slovakia,2010M02,EMU convergence criterion bond yields,4.08,
Slovakia,2010M03,EMU convergence criterion bond yields,4.01,
Slovakia,2010M04,EMU convergence criterion bond yields,3.93,
Slovakia,2010M05,EMU convergence criterion bond yields,3.82,
Slovakia,2010M06,EMU convergence criterion bond yields,3.73,
Slovakia,2010M07,EMU convergence criterion bond yields,3.93,
Slovakia,2010M08,EMU convergence criterion bond yields,3.73,
Slovakia,2010M09,EMU convergence criterion bond yields,3.59,
Slovakia,2010M10,EMU convergence criterion bond yields,3.67,
Slovakia,2010M11,EMU convergence criterion bond yields,3.8,
Slovakia,2010M12,EMU convergence criterion bond yields,4.06,
Slovakia,2011M01,EMU convergence criterion bond yields,4.16,
Slovakia,2011M02,EMU convergence criterion bond yields,4.24,
Slovakia,2011M03,EMU convergence criterion bond yields,4.32,
Slovakia,2011M04,EMU convergence criterion bond yields,4.33,
Slovakia,2011M05,EMU convergence criterion bond yields,4.33,
Slovakia,2011M06,EMU convergence criterion bond yields,4.39,
Slovakia,2011M07,EMU convergence criterion bond yields,4.55,
Slovakia,2011M08,EMU convergence criterion bond yields,4.55,
Slovakia,2011M09,EMU convergence criterion bond yields,4.25,
Slovakia,2011M10,EMU convergence criterion bond yields,4.33,
Slovakia,2011M11,EMU convergence criterion bond yields,4.71,
Slovakia,2011M12,EMU convergence criterion bond yields,5.21,
Slovakia,2012M01,EMU convergence criterion bond yields,5.22,
Slovakia,2012M02,EMU convergence criterion bond yields,4.98,
Slovakia,2012M03,EMU convergence criterion bond yields,4.91,
Slovakia,2012M04,EMU convergence criterion bond yields,4.81,
Slovakia,2012M05,EMU convergence criterion bond yields,4.8,
Slovakia,2012M06,EMU convergence criterion bond yields,4.8,
Slovakia,2012M07,EMU convergence criterion bond yields,4.41,
Slovakia,2012M08,EMU convergence criterion bond yields,4.24,
Slovakia,2012M09,EMU convergence criterion bond yields,4.2,
Slovakia,2012M10,EMU convergence criterion bond yields,4.2,
Slovakia,2012M11,EMU convergence criterion bond yields,4.14,
Slovakia,2012M12,EMU convergence criterion bond yields,3.92,
Slovakia,2013M01,EMU convergence criterion bond yields,3.93,
Slovakia,2013M02,EMU convergence criterion bond yields,3.95,
Slovakia,2013M03,EMU convergence criterion bond yields,3.95,
Slovakia,2013M04,EMU convergence criterion bond yields,3.01,
Slovakia,2013M05,EMU convergence criterion bond yields,2.52,
Slovakia,2013M06,EMU convergence criterion bond yields,2.45,
Slovakia,2013M07,EMU convergence criterion bond yields,3.15,
Slovakia,2013M08,EMU convergence criterion bond yields,3.15,
Slovakia,2013M09,EMU convergence criterion bond yields,3.15,
Slovakia,2013M10,EMU convergence criterion bond yields,3.15,
Slovakia,2013M11,EMU convergence criterion bond yields,3.15,
Slovakia,2013M12,EMU convergence criterion bond yields,2.69,
Slovakia,2014M01,EMU convergence criterion bond yields,2.53,
Slovakia,2014M02,EMU convergence criterion bond yields,2.48,
Slovakia,2014M03,EMU convergence criterion bond yields,2.47,
Slovakia,2014M04,EMU convergence criterion bond yields,2.47,
Slovakia,2014M05,EMU convergence criterion bond yields,2.73,
Slovakia,2014M06,EMU convergence criterion bond yields,2.73,
Slovakia,2014M07,EMU convergence criterion bond yields,2.07,
Slovakia,2014M08,EMU convergence criterion bond yields,1.81,
Slovakia,2014M09,EMU convergence criterion bond yields,1.57,
Slovakia,2014M10,EMU convergence criterion bond yields,1.39,
Slovakia,2014M11,EMU convergence criterion bond yields,1.38,
Slovakia,2014M12,EMU convergence criterion bond yields,1.23,
Slovakia,2015M01,EMU convergence criterion bond yields,1.1,
Slovakia,2015M02,EMU convergence criterion bond yields,0.66,
Slovakia,2015M03,EMU convergence criterion bond yields,0.52,
Slovakia,2015M04,EMU convergence criterion bond yields,0.96,
Slovakia,2015M05,EMU convergence criterion bond yields,0.92,
Slovakia,2015M06,EMU convergence criterion bond yields,1.15,
Slovakia,2015M07,EMU convergence criterion bond yields,1.25,
Slovakia,2015M08,EMU convergence criterion bond yields,0.99,
Slovakia,2015M09,EMU convergence criterion bond yields,0.89,
Slovakia,2015M10,EMU convergence criterion bond yields,0.75,
Slovakia,2015M11,EMU convergence criterion bond yields,0.71,
Slovakia,2015M12,EMU convergence criterion bond yields,0.72,
Slovakia,2016M01,EMU convergence criterion bond yields,0.71,
Slovakia,2016M02,EMU convergence criterion bond yields,0.56,
Slovakia,2016M03,EMU convergence criterion bond yields,0.43,
Slovakia,2016M04,EMU convergence criterion bond yields,0.38,
Slovakia,2016M05,EMU convergence criterion bond yields,0.41,
Slovakia,2016M06,EMU convergence criterion bond yields,0.77,
Slovakia,2016M07,EMU convergence criterion bond yields,0.49,
Slovakia,2016M08,EMU convergence criterion bond yields,0.3,
Slovakia,2016M09,EMU convergence criterion bond yields,0.32,
Slovakia,2016M10,EMU convergence criterion bond yields,0.42,
Slovakia,2016M11,EMU convergence criterion bond yields,0.72,
Finland,1980M01,EMU convergence criterion bond yields, ,
Finland,1980M02,EMU convergence criterion bond yields, ,
Finland,1980M03,EMU convergence criterion bond yields, ,
Finland,1980M04,EMU convergence criterion bond yields, ,
Finland,1980M05,EMU convergence criterion bond yields, ,
Finland,1980M06,EMU convergence criterion bond yields, ,
Finland,1980M07,EMU convergence criterion bond yields, ,
Finland,1980M08,EMU convergence criterion bond yields, ,
Finland,1980M09,EMU convergence criterion bond yields, ,
Finland,1980M10,EMU convergence criterion bond yields, ,
Finland,1980M11,EMU convergence criterion bond yields, ,
Finland,1980M12,EMU convergence criterion bond yields, ,
Finland,1981M01,EMU convergence criterion bond yields, ,
Finland,1981M02,EMU convergence criterion bond yields, ,
Finland,1981M03,EMU convergence criterion bond yields, ,
Finland,1981M04,EMU convergence criterion bond yields, ,
Finland,1981M05,EMU convergence criterion bond yields, ,
Finland,1981M06,EMU convergence criterion bond yields, ,
Finland,1981M07,EMU convergence criterion bond yields, ,
Finland,1981M08,EMU convergence criterion bond yields, ,
Finland,1981M09,EMU convergence criterion bond yields, ,
Finland,1981M10,EMU convergence criterion bond yields, ,
Finland,1981M11,EMU convergence criterion bond yields, ,
Finland,1981M12,EMU convergence criterion bond yields, ,
Finland,1982M01,EMU convergence criterion bond yields, ,
Finland,1982M02,EMU convergence criterion bond yields, ,
Finland,1982M03,EMU convergence criterion bond yields, ,
Finland,1982M04,EMU convergence criterion bond yields, ,
Finland,1982M05,EMU convergence criterion bond yields, ,
Finland,1982M06,EMU convergence criterion bond yields, ,
Finland,1982M07,EMU convergence criterion bond yields, ,
Finland,1982M08,EMU convergence criterion bond yields, ,
Finland,1982M09,EMU convergence criterion bond yields, ,
Finland,1982M10,EMU convergence criterion bond yields, ,
Finland,1982M11,EMU convergence criterion bond yields, ,
Finland,1982M12,EMU convergence criterion bond yields, ,
Finland,1983M01,EMU convergence criterion bond yields, ,
Finland,1983M02,EMU convergence criterion bond yields, ,
Finland,1983M03,EMU convergence criterion bond yields, ,
Finland,1983M04,EMU convergence criterion bond yields, ,
Finland,1983M05,EMU convergence criterion bond yields, ,
Finland,1983M06,EMU convergence criterion bond yields, ,
Finland,1983M07,EMU convergence criterion bond yields, ,
Finland,1983M08,EMU convergence criterion bond yields, ,
Finland,1983M09,EMU convergence criterion bond yields, ,
Finland,1983M10,EMU convergence criterion bond yields, ,
Finland,1983M11,EMU convergence criterion bond yields, ,
Finland,1983M12,EMU convergence criterion bond yields, ,
Finland,1984M01,EMU convergence criterion bond yields, ,
Finland,1984M02,EMU convergence criterion bond yields, ,
Finland,1984M03,EMU convergence criterion bond yields, ,
Finland,1984M04,EMU convergence criterion bond yields, ,
Finland,1984M05,EMU convergence criterion bond yields, ,
Finland,1984M06,EMU convergence criterion bond yields, ,
Finland,1984M07,EMU convergence criterion bond yields, ,
Finland,1984M08,EMU convergence criterion bond yields, ,
Finland,1984M09,EMU convergence criterion bond yields, ,
Finland,1984M10,EMU convergence criterion bond yields, ,
Finland,1984M11,EMU convergence criterion bond yields, ,
Finland,1984M12,EMU convergence criterion bond yields, ,
Finland,1985M01,EMU convergence criterion bond yields, ,
Finland,1985M02,EMU convergence criterion bond yields, ,
Finland,1985M03,EMU convergence criterion bond yields, ,
Finland,1985M04,EMU convergence criterion bond yields, ,
Finland,1985M05,EMU convergence criterion bond yields, ,
Finland,1985M06,EMU convergence criterion bond yields, ,
